anio,institucion_tipo,institucion_nombre,institucion_nombre_new,institucion_nombre_unidad_academica,unidad_academica,unidad_academica_new,carrera_titulo,institucion_gestion,carrera_titulo_nivel,Modalidad,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,reinscriptos_total,reinscriptos_varones,reinscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,carrera,carrera_grupo,Carrera_normalizada
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Economicas - Sede Trelew,Facultad de Ciencias Economicas - Sede Trelew,Facultad de Ciencias Economicas - Sede Trelew,Tecnicatura Universitario Contable,Estatal,Pregrado,Presencial,77.0,21.0,56.0,35.0,14.0,21.0,42.0,7.0,35.0,1.0,0.0,1.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Tecnicatura Universitario en Quimica,Estatal,Pregrado,Presencial,80.0,19.0,61.0,8.0,3.0,5.0,72.0,16.0,56.0,10.0,3.0,7.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Tecnicatura Laboratorista Universitario,Estatal,Pregrado,Presencial,83.0,12.0,71.0,64.0,9.0,55.0,19.0,3.0,16.0,2.0,0.0,2.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia,Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia,Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia,Tecnicatura Universitario en Gestion y Administracion de Universidades - MD,Estatal,Pregrado,Distancia,85.0,21.0,64.0,0.0,0.0,0.0,85.0,21.0,64.0,4.0,0.0,4.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Trelew,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Trelew,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Trelew,Tecnicatura Universitario en Proteccion Ambiental,Estatal,Pregrado,Presencial,89.0,30.0,59.0,23.0,5.0,18.0,66.0,25.0,41.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Economicas - Sede Esquel,Facultad de Ciencias Economicas - Sede Esquel,Facultad de Ciencias Economicas - Sede Esquel,Tecnicatura Universitario Contable,Estatal,Pregrado,Presencial,98.0,39.0,59.0,44.0,21.0,23.0,54.0,18.0,36.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Economicas - Sede Trelew,Facultad de Ciencias Economicas - Sede Trelew,Facultad de Ciencias Economicas - Sede Trelew,Tecnicatura Universitario en Administracion Publica,Estatal,Pregrado,Presencial,105.0,26.0,79.0,48.0,13.0,35.0,57.0,13.0,44.0,2.0,0.0,2.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Profesor Universitario en Letras para la Educacion Secundaria,Estatal,Grado,Presencial,107.0,22.0,85.0,42.0,9.0,33.0,65.0,13.0,52.0,2.0,0.0,2.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Tecnicatura Universitario en Administracion Publica,Estatal,Pregrado,Presencial,110.0,30.0,80.0,37.0,11.0,26.0,73.0,19.0,54.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ingenieria - Sede Trelew,Facultad de Ingenieria - Sede Trelew,Facultad de Ingenieria - Sede Trelew,Analista Programador Universitario,Estatal,Pregrado,Presencial,123.0,99.0,24.0,40.0,35.0,5.0,83.0,64.0,19.0,6.0,6.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Tecnicatura Universitario Contable,Estatal,Pregrado,Presencial,132.0,37.0,95.0,55.0,20.0,35.0,77.0,17.0,60.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Juridicas - Sede Trelew,Facultad de Ciencias Juridicas - Sede Trelew,Facultad de Ciencias Juridicas - Sede Trelew,Tecnicatura Universitario en Martillero Publico y Corredor,Estatal,Pregrado,Presencial,149.0,47.0,102.0,149.0,47.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Facultad de Humanidades y Ciencias Sociales - Sede Trelew,Profesor Universitario en Historia para la Educacion Secundaria,Estatal,Grado,Presencial,154.0,78.0,76.0,58.0,35.0,23.0,96.0,43.0,53.0,3.0,2.0,1.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ingenieria - Sede Comodoro Rivadavia,Facultad de Ingenieria - Sede Comodoro Rivadavia,Facultad de Ingenieria - Sede Comodoro Rivadavia,Analista Programador Universitario,Estatal,Pregrado,Presencial,159.0,135.0,24.0,61.0,53.0,8.0,98.0,82.0,16.0,12.0,9.0,3.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ingenieria - Sede Trelew,Facultad de Ingenieria - Sede Trelew,Facultad de Ingenieria - Sede Trelew,Ingenieria Civil orientacion Hidraulica,Estatal,Grado,Presencial,229.0,152.0,77.0,69.0,46.0,23.0,160.0,106.0,54.0,7.0,6.0,1.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ingenieria - Sede Comodoro Rivadavia,Facultad de Ingenieria - Sede Comodoro Rivadavia,Facultad de Ingenieria - Sede Comodoro Rivadavia,Ingenieria Civil orientacion Construcciones,Estatal,Grado,Presencial,237.0,153.0,84.0,75.0,55.0,20.0,162.0,98.0,64.0,8.0,2.0,6.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Licenciatura/a en Enfermeria,Estatal,Grado,Presencial,303.0,70.0,233.0,303.0,70.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Facultad de Ciencias Economicas - Sede Comodoro Rivadavia,Tecnicatura Universitario en Administracion Bancaria,Estatal,Pregrado,Presencial,323.0,89.0,234.0,122.0,26.0,96.0,201.0,63.0,138.0,1.0,0.0,1.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Juridicas - Sede Puerto Madryn,Facultad de Ciencias Juridicas - Sede Puerto Madryn,Facultad de Ciencias Juridicas - Sede Puerto Madryn,Tecnicatura Universitario en Criminalistica,Estatal,Pregrado,Presencial,325.0,89.0,236.0,325.0,89.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco - Facultad de Ciencias Economicas - Sede Trelew,Facultad de Ciencias Economicas - Sede Trelew,Facultad de Ciencias Economicas - Sede Trelew,Tecnicatura Universitario en Administracion Bancaria,Estatal,Pregrado,Presencial,377.0,103.0,274.0,158.0,53.0,105.0,219.0,50.0,169.0,8.0,0.0,8.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - Rectorado,Rectorado,Rectorado,Magister en Gestion de la Informacion,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Tecnicatura Universitario en Acompañamiento Terapeutico,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,Tecnicatura Universitario en Administracion y Gestion de Recursos para Instituciones de Educacion Superior,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Tecnicatura Universitario en Acompañamiento Terapeutico,Estatal,Pregrado,Presencial,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Acompañamiento Terapeutico,Estatal,Pregrado,Presencial,4.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Redes de Computadoras,Estatal,Pregrado,Presencial,13.0,7.0,6.0,11.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Tecnicatura Universitario en Recursos Naturales Renovables con Orientacion en Produccion Agropecuaria,Estatal,Pregrado,Presencial,23.0,12.0,11.0,11.0,5.0,6.0,12.0,7.0,5.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Tecnicatura Universitario en Gestion y Administracion de Universidades - MD,Estatal,Pregrado,Distancia,25.0,9.0,16.0,25.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Licenciatura en Gestion y Administracion de Universidades - MD,Estatal,Grado,Distancia,25.0,9.0,16.0,25.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Tecnicatura Universitario en Recursos Naturales Renovables con Orientacion en Produccion Acuicola,Estatal,Pregrado,Presencial,27.0,10.0,17.0,18.0,8.0,10.0,9.0,2.0,7.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Desarrollo Web,Estatal,Pregrado,Presencial,29.0,11.0,18.0,13.0,4.0,9.0,16.0,7.0,9.0,1.0,0.0,1.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Tecnicatura Universitario en Energia,Estatal,Pregrado,Presencial,34.0,26.0,8.0,15.0,13.0,2.0,19.0,13.0,6.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Recursos Naturales Renovables con Orientacion en Produccion Frutihorticola,Estatal,Pregrado,Presencial,34.0,16.0,18.0,19.0,9.0,10.0,15.0,7.0,8.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Tecnicatura Universitario en Minas,Estatal,Pregrado,Presencial,37.0,28.0,9.0,16.0,12.0,4.0,21.0,16.0,5.0,3.0,3.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Enfermero Universitario,Estatal,Pregrado,Presencial,41.0,4.0,37.0,0.0,0.0,0.0,41.0,4.0,37.0,16.0,0.0,16.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Tecnicatura Universitario en Energia,Estatal,Pregrado,Presencial,43.0,27.0,16.0,30.0,15.0,15.0,13.0,12.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Tecnicatura Universitario en Minas,Estatal,Pregrado,Presencial,46.0,27.0,19.0,26.0,13.0,13.0,20.0,14.0,6.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Tecnicatura Universitario en Turismo,Estatal,Pregrado,Presencial,47.0,9.0,38.0,24.0,8.0,16.0,23.0,1.0,22.0,2.0,0.0,2.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Turismo,Estatal,Pregrado,Presencial,47.0,14.0,33.0,31.0,10.0,21.0,16.0,4.0,12.0,3.0,0.0,3.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Licenciatura en Gestion y Administracion de Universidades - MD,Estatal,Grado,Distancia,56.0,17.0,39.0,56.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Gestion y Administracion de Universidades - MD,Estatal,Pregrado,Distancia,56.0,17.0,39.0,56.0,17.0,39.0,0.0,0.0,0.0,3.0,0.0,3.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Tecnicatura Universitario en Turismo,Estatal,Pregrado,Presencial,58.0,18.0,40.0,46.0,13.0,33.0,12.0,5.0,7.0,1.0,0.0,1.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Licenciatura en Gestion y Administracion de Universidades - MD,Estatal,Grado,Distancia,81.0,28.0,53.0,81.0,28.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Tecnicatura Universitario en Gestion y Administracion de Universidades - MD,Estatal,Pregrado,Distancia,81.0,28.0,53.0,81.0,28.0,53.0,0.0,0.0,0.0,2.0,2.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,Licenciatura en Gestion y Administracion de Universidades - MD,Estatal,Grado,Distancia,85.0,32.0,53.0,85.0,32.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,Tecnicatura Universitario en Gestion y Administracion de Universidades - MD,Estatal,Pregrado,Distancia,85.0,32.0,53.0,85.0,32.0,53.0,0.0,0.0,0.0,6.0,1.0,5.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Tecnicatura Universitario en Gestion de Organizaciones,Estatal,Pregrado,Presencial,96.0,30.0,66.0,22.0,8.0,14.0,74.0,22.0,52.0,3.0,2.0,1.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,Tecnicatura Universitario en Turismo,Estatal,Pregrado,Presencial,106.0,33.0,73.0,31.0,10.0,21.0,75.0,23.0,52.0,4.0,1.0,3.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Profesor para la Educacion Primaria,Estatal,Grado,Presencial,109.0,22.0,87.0,36.0,10.0,26.0,73.0,12.0,61.0,6.0,1.0,5.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Tecnicatura Universitario en Gestion de Organizaciones,Estatal,Pregrado,Presencial,116.0,31.0,85.0,50.0,14.0,36.0,66.0,17.0,49.0,3.0,0.0,3.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,Tecnicatura Universitario en Acompañamiento Terapeutico,Estatal,Pregrado,Presencial,133.0,22.0,111.0,56.0,16.0,40.0,77.0,6.0,71.0,10.0,0.0,10.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Tecnicatura Universitario en Seguridad e Higiene en el Trabajo,Estatal,Pregrado,Presencial,142.0,82.0,60.0,50.0,32.0,18.0,92.0,50.0,42.0,4.0,2.0,2.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,UNIDAD ACADEMICA RIO GALLEGOS,Tecnicatura Universitario en Gestion de Organizaciones,Estatal,Pregrado,Presencial,182.0,61.0,121.0,66.0,27.0,39.0,116.0,34.0,82.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Seguridad e Higiene en el Trabajo,Estatal,Pregrado,Presencial,193.0,99.0,94.0,57.0,33.0,24.0,136.0,66.0,70.0,5.0,3.0,2.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Profesor para la Educacion Primaria,Estatal,Grado,Presencial,196.0,23.0,173.0,52.0,6.0,46.0,144.0,17.0,127.0,6.0,0.0,6.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,UNIDAD ACADEMICA CALETA OLIVIA,Tecnicatura Universitario en Gestion de Organizaciones,Estatal,Pregrado,Presencial,212.0,70.0,142.0,63.0,27.0,36.0,149.0,43.0,106.0,5.0,2.0,3.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,UNIDAD ACADEMICA PUERTO SAN JULIAN,Enfermero Universitario,Estatal,Pregrado,Presencial,225.0,43.0,182.0,124.0,29.0,95.0,101.0,14.0,87.0,9.0,2.0,7.0,,,
2017,Universidad,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral - UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,UNIDAD ACADEMICA RIO TURBIO,Enfermero Universitario,Estatal,Pregrado,Presencial,249.0,71.0,178.0,87.0,26.0,61.0,162.0,45.0,117.0,20.0,3.0,17.0,,,
